"snippet","data_ref","x","y","bar","bar_moment"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:48:18:19",132.713,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:49:1:2",141.224,12.736,7.0,"6"
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:49:8:9",150.174,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:49:12:13",154.081,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:49:17:18",158.517,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:50:1:2",162.738,12.736,8.0,"7"
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:50:5:6",166.368,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:50:10:11",171.917,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:50:15:16",176.635,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:50:19:20",180.696,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:51:1:2",184.893,12.736,9.0,"8"
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:51:5:6",188.522,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:51:9:10",195.272,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:51:14:15",199.11,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:1:2",203.301,12.736,10.0,"9"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:6:7",206.662,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:10:11",210.731,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:14:15",214.109,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:19:20",216.667,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:24:25",219.096,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:28:29",221.525,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:52:34:35",223.954,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:53:1:2",228.145,12.736,11.0,"10"
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:53:6:7",232.001,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:53:14:15",237.83,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:53:18:19",240.303,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:53:22:23",243.945,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:54:1:2",248.136,12.736,12.0,"11"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:54:5:6",252.538,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:54:9:10",256.744,12.736,"",""
