"snippet","data_ref","x","y","tied_data_refs"
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:79:2:3",158.694,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:81:2:3",168.794,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:81:8:9",171.591,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:82:2:3",175.782,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:82:6:7",179.411,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:82:10:11",183.04,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:82:14:15",186.669,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:82:18:19",189.945,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:83:2:3",194.135,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:83:8:9",197.812,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:83:14:15",201.441,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:83:20:21",205.07,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:83:24:25",209.199,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:84:2:3",214.668,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:84:6:7",219.249,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:84:10:11",223.139,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:84:14:15",226.278,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:84:20:21",229.907,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:84:28:29",232.336,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:85:2:3",236.527,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:87:2:3",246.627,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:87:8:9",251.012,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:88:2:3",255.202,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:88:6:7",258.831,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:88:10:11",262.46,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:88:14:15",266.666,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:88:18:19",271.521,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:89:2:3",276.256,15.289,""
"b","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:89:6:7",280.726,15.289,""
"b","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:89:9:10",284.957,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:89:12:13",288.586,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:89:16:17",291.016,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:90:2:3",295.206,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:90:9:10",300.756,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:90:15:16",303.732,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:90:21:22",307.362,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:92:2:3",312.752,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:92:6:7",316.382,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:92:13:14",323.361,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:92:19:20",326.73,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:93:2:3",330.92,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:93:6:7",334.55,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:93:10:11",337.432,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:93:14:15",339.88,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:93:21:22",345.429,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:94:2:3",349.62,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:99:13:14",361.9,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:99:19:20",366.404,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:100:2:3",370.595,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:100:6:7",374.224,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:100:10:11",377.892,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:100:14:15",382.934,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:100:18:19",387.294,15.289,""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:101:2:3",391.484,15.289,""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:101:6:7",395.113,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:101:10:11",398.742,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:101:14:15",404.092,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:101:18:19",407.956,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:102:2:3",412.147,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:102:8:9",415.776,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:102:12:13",418.659,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:102:16:17",421.601,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:102:20:21",425.23,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:103:2:3",430.621,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:105:2:3",440.721,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:105:8:9",445.225,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:106:2:3",449.416,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:106:6:7",453.045,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:106:10:11",456.713,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:106:14:15",461.755,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:106:18:19",466.114,15.289,""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:107:2:3",470.305,15.289,""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:107:6:7",473.934,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:107:10:11",477.563,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:107:14:15",481.359,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:107:18:19",484.481,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:108:2:3",488.672,15.289,""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:108:8:9",492.301,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:108:12:13",496.498,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:108:18:19",500.473,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:108:22:23",504.102,15.289,""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM044_DenganApakah/GPM044_DenganApakah_ly_data.ily:109:2:3",509.493,15.289,""
