"snippet","data_ref","x","y","bar","bar_moment"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:10:11",152.408,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:14:15",155.957,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:20:21",160.148,15.289,14.0,"13/2"
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:24:25",163.013,15.289,"",""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:30:31",166.263,15.289,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:36:37",169.222,15.289,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:42:43",173.413,15.289,15.0,"7"
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:46:47",177.042,15.289,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:50:54:55",182.433,15.289,16.0,"15/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:2:3",191.592,15.289,17.0,"8"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:6:7",195.221,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:10:11",198.539,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:16:17",202.73,15.289,18.0,"17/2"
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:20:21",206.359,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:28:29",211.75,15.289,19.0,"9"
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:32:33",216.254,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:36:37",222.013,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:42:43",226.492,15.289,20.0,"19/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:56:46:47",230.121,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:2:3",235.44,15.289,21.0,"10"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:6:7",239.22,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:10:11",243.502,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:16:17",247.693,15.289,22.0,"21/2"
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:20:21",251.322,15.289,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:28:29",256.712,15.289,23.0,"11"
